PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,Class
-17.51348869,-2.270577753,0.231172032,1.400747567,-0.887761224,-2.864255251,1.486178865,3.473300457,0.976567698,-0.680176727,-0.062939168,-0.260977007,-0.357740198,-0.009336956,-0.158534099,-5.312206691,-0.863659227,0.710646211,-0.959574423,-1.892362672,1.959584187,1.317567876,-0.304296041,-0.832623915,0.135718334,-0.493831824,0.262795254,-0.608139308,-0.501545663,-0.16595665,0,0,1
-2.07778854,-0.45655513,0.520145825,0.872429562,-1.673655961,-1.25119036,-0.176521235,0.647858084,0.069969331,-0.112549867,0.257538359,-1.329424467,-2.580979059,1.981716276,0.063314203,-0.487701219,-0.185617973,-0.014126071,0.006166644,-0.057676797,0.099612234,0.234190444,-0.524336552,0.777650824,-0.00028622,-0.507747166,-0.487027912,0.081863506,-0.444645685,0.858601,0,0,1
-16.06876632,-1.453684881,3.628306518,1.094437055,5.54196722,-3.255489061,-4.46176403,2.498319975,-0.178060476,-0.23869253,4.003124555,0.83896533,0.188150729,-0.428144734,1.403384186,1.091337668,-0.180742869,0.337311874,-0.666932862,-0.176558757,0.212418308,0.704294927,0.28321185,-0.594614823,0.101205123,0.141992011,-0.018986262,0.220099834,-0.016168573,0.193799163,0,0,1
0.394466905,3.020958617,0.736065485,0.37597157,-0.099562627,0.098544766,0.959161675,-0.229042869,-1.368086053,1.206793317,1.244756358,1.346775535,-0.294482453,-0.76573794,-0.59988364,-0.203695293,0.252059396,-0.169175754,-1.264623248,-0.371623429,0.105173324,-0.684496981,0.039381847,0.307085543,0.339269099,-0.171900194,-0.358827212,0.351617454,0.230555623,-0.064146362,0,0,1
-5.242776295,0.634213,1.241713673,-0.402437142,-0.785604839,2.72136617,0.216287039,0.829255401,-1.189376026,1.07021016,-0.620373688,0.328733539,-0.424088796,0.16206359,-0.060819977,1.854468755,-0.647955535,-0.236969472,0.804710465,-0.196085098,-0.456588968,0.659950704,-0.519576242,-0.081957611,-0.18240918,-0.226372568,0.383046183,-0.52696722,0.168812147,0.236885021,0,0,1
0.866956483,-0.13856998,-0.280877822,-0.788799962,0.170664842,-0.091987263,-0.883742317,-2.585542993,0.291784075,0.409745308,-0.715021244,1.630172291,-0.158898683,1.504860301,0.52127164,0.444470553,-0.338085492,0.814781624,-0.558107037,-0.247975655,1.346848028,0.07335361,-0.038538176,-0.332819689,0.831375249,0.397758644,0.225390776,-0.116420935,-0.198523893,0.000425032,0,0,1
-2.869768264,-0.795695252,0.209160952,-3.247080441,-1.937842687,3.422880199,-1.930938445,2.171220992,-0.956035892,-2.461195188,-1.325649741,1.587949407,-2.345075285,-0.306079488,-1.74433404,0.320664943,0.390204477,0.255668626,-0.523862033,1.775856705,0.331321152,1.821146189,-0.879693638,-0.71971065,0.353161674,0.033882534,0.427142906,0.550035327,-0.159376956,0.947410088,0,0,1
-16.88394856,-0.421562462,-1.490742238,0.033784197,-1.70924803,-0.936227444,-0.83408346,1.080154562,0.76766987,0.167880425,-1.977220576,-1.238530374,-0.349680049,-0.940592636,1.670865271,-3.072177036,-0.480047184,-0.687900884,1.27543128,0.7920183,0.98796565,0.499614837,-0.487509184,-0.053065402,-0.328182682,-0.368065658,-0.963569923,-1.3922469,0.132021355,-0.031490237,0,0,1
-3.760718867,0.589474155,0.903982159,0.053869768,-0.79971665,1.448027176,1.188661899,1.048674579,-0.936993446,0.174787591,-0.218496878,-0.401912554,0.452247846,-0.418136153,-0.36518685,1.488215596,-1.128295595,-0.183499629,0.26736173,-0.421090934,-0.108406619,0.239088598,-0.175547288,0.017384773,-0.356879709,-0.26548016,0.164330495,-0.283233695,-0.039475895,0.0510042,0,0,1
-6.056697481,0.954144523,2.066902185,-2.113806231,-2.003448262,1.322016386,-0.005698656,-3.076873356,0.124443752,-1.133925924,0.051679599,0.552580665,1.552140456,0.895669579,-1.522292066,1.791213307,-1.825776099,0.751841338,-1.04133454,-0.652695455,-0.225350747,0.30769254,0.430461442,0.156036915,0.304573915,0.229388262,0.792431078,0.412299466,0.351240199,-0.033802128,0,0,1
-2.958422665,-0.327532947,-0.60040066,0.24957141,-1.119180838,1.430175188,-0.577867041,-0.138540549,-1.257372518,0.849408324,-0.162394164,0.019234121,0.353043565,1.795967927,0.059491628,0.965170378,-0.830773547,0.239109286,0.144576787,-0.055287116,-0.313021307,-0.991361097,-0.06295085,0.81480146,-0.020022762,-0.067701668,0.060524779,0.027688716,0.245447258,0.028091259,0,0,1
-16.55595937,-2.031241689,3.635744171,1.598063788,6.997477308,-4.221236714,-5.410051143,2.901320058,0.067876831,-0.596307456,5.051181527,1.16817728,-0.000837714,-0.431319743,1.483385568,1.158759327,-0.318467277,0.674437373,-0.97328804,-0.321383482,0.484244888,0.96413249,0.414888756,-0.678494208,0.193827703,0.158673923,-0.089533601,0.328142184,0.099643819,0.208285465,0,0,1
-4.221922985,0.505235832,0.775356398,-0.618067703,-1.202766151,2.11514679,-0.573724844,-0.718217785,0.198666234,0.79138069,1.315813141,0.250487451,-0.543384028,1.331386092,-0.765555301,0.216093425,-0.803276184,-0.233189753,1.702871062,-0.057966549,-0.502084491,0.193883465,-0.690949863,0.612814332,0.388834706,-0.41731304,0.185429598,-0.187027507,0.380112099,0.118213738,0,0,1
1.045309215,4.779664067,-1.866042458,0.664981444,0.14875355,0.273380869,-2.122547435,-1.479834449,-0.504529891,-0.939681974,0.683249107,-1.204418571,0.117631709,0.405384462,-0.420601153,-0.422033789,1.038634774,1.119250833,-0.807355982,-0.850354895,0.975323025,-0.127330929,-1.019688238,0.117758736,1.048217202,0.038766186,0.454734091,0.302694592,0.110380218,0.009682453,0,0,1
-17.88890966,-2.632254759,0.190650415,2.572920637,-1.21163193,-1.618266293,0.145705112,3.377477203,0.087496349,-1.592482528,-0.501014173,0.758024548,0.65067111,-1.452186521,0.092274709,-5.427187013,-1.439298095,0.69030155,-2.365799534,-1.554882569,0.850770698,-0.402972081,0.717897407,-0.121896175,0.17675008,-0.361136754,0.426442757,-0.077626663,-0.5030521,-0.281376798,0,0,1
-6.664407501,0.111424788,-0.161797714,0.868067145,-2.232305241,0.006468958,0.704931836,-4.463831866,-1.525365181,0.32711547,-0.730588377,0.193091117,0.004119955,0.881175954,-2.169164131,-1.305642831,-0.338254912,1.745352992,1.823061866,-0.432774684,0.447963014,2.279082401,-0.907206575,1.117143253,0.572320552,1.429879242,0.325613052,-0.181796134,-0.027019868,-0.187718686,0,0,1
-16.54241516,0.411892498,1.768191757,-0.162756778,-3.902971229,0.268127927,1.663167734,2.131899628,0.148016222,0.948394407,-0.559463113,-1.059834225,0.789199382,0.343922347,0.3606069,-0.169311794,0.658703115,0.710982979,2.474626815,-0.989608043,0.157172357,-0.260470193,-0.993689939,0.002910411,-0.072944237,-0.317352607,-0.621671071,-0.22428188,0.418311982,-0.678479469,0,0,1
-0.213536634,0.722173408,1.001231646,-1.251448548,1.881536549,0.70979274,-0.764071189,-5.394059001,-1.164662348,1.337484274,-1.114222263,2.380838263,-1.240333454,0.699105639,-0.762168913,0.561255437,-0.923982962,0.334305312,-0.900397796,-1.159311511,0.185632265,0.728941888,0.03160465,0.913757169,1.188809899,-0.309304487,0.284003566,1.101401325,0.223229643,-0.009322094,0,0,1
-3.970320066,-0.343022961,0.170173225,-1.320294027,-1.409542666,-0.557767703,-0.450204408,-0.300576178,0.360821924,-1.719933713,-1.377774662,-0.013616435,0.426618843,-0.244485036,0.278578296,0.887465169,1.053835022,0.037149535,0.264038559,-0.659116894,0.712463476,-0.081624212,-0.298652748,0.294817281,0.063794562,-0.655590221,-1.013883134,0.712415318,-0.1728576,-0.099665229,0,0,1
-4.775540708,0.252358256,0.044831664,-1.157248785,-3.542211029,-0.013423611,-0.28946102,2.459520189,-0.06536032,-1.63228321,-1.421963504,-0.70438306,-0.312483224,-0.095819606,1.378386568,1.158878858,0.014894391,-0.278046615,-0.248960026,0.477138246,-0.045825673,0.309624599,-0.273504365,-0.274877878,-0.389631468,-0.093414264,0.303995253,-0.301324492,-0.820403082,0.063301647,0,0,1
-17.35050163,-1.139837578,2.044308584,0.304262011,-2.548289062,-1.000661073,0.93436018,0.994184385,0.160362261,0.63016097,0.002270535,-0.819711106,0.084830187,0.399090336,-1.675144295,-2.611495001,0.486721308,2.180376974,0.760313366,-2.139023588,0.235064816,0.274686063,-0.663022443,-0.191991243,0.474791001,-0.552983618,-0.560308562,0.505050569,0.633665503,-0.169969281,0,0,1
-15.8335761,2.168381439,3.581243724,-2.924695568,-2.98572882,2.386729595,1.464224488,-2.691042864,0.320923096,-0.297869561,-1.636728679,0.194182983,1.674394208,-0.695498788,1.354238595,1.734733139,0.448839421,-0.427766002,0.758335804,0.285977232,-0.36227178,0.200360591,-0.007316133,-0.251262844,0.072980838,0.024843447,-0.618745148,0.550999323,-0.07752769,-0.070398406,0,0,1
-3.348634711,0.317143878,0.701636578,-0.469959593,-1.516711956,0.661691485,1.577859204,0.068508585,-0.714869341,0.30467716,0.788761172,-0.447319436,0.788833749,-0.49116525,0.308370759,0.619723057,-0.519444458,-0.302646149,-0.717001859,-0.062232877,0.653785497,-0.054132045,-0.335106257,-0.573450396,-0.243107171,0.183740467,-0.182116554,-1.060345924,-0.191888485,-0.004593366,0,0,1
-3.141507019,0.167059069,1.330178763,-0.727605981,0.491226549,0.263768958,0.959677889,-0.739516237,-0.386544122,1.09662338,-0.962899247,0.675077076,-0.112741025,-0.699070417,-0.40683867,0.149207808,-0.386785093,0.06090008,-1.36842412,-0.752340644,0.181283745,0.163685484,0.151531565,-0.152592011,0.055672747,-0.053594625,0.34576263,-0.231384864,-0.172511949,-0.018876699,0,0,1
-3.708534578,1.011037973,0.615415586,-1.376548727,-2.005946584,0.758266543,2.319721893,0.265822229,-0.619014571,-0.714127909,-0.334701096,2.455348946,0.672795558,-2.34649767,0.540528334,1.286547448,0.312156769,1.151467291,0.381574445,-0.756357344,0.101407061,-0.626580431,-0.123031535,-0.178691787,0.903756937,-0.168043719,-0.827743452,0.805391546,0.13394786,0.067951429,0,0,1
-3.168158516,0.611357885,1.086694162,-0.585265341,0.28851025,0.547051838,-0.175148415,-1.201602038,-1.56556325,0.832818522,-0.973526125,-0.617007426,0.250293282,-0.231005418,0.410096746,0.04571315,0.332916741,-0.721865715,0.122237097,-0.157384755,-0.724515241,-0.061879922,-0.438117206,0.03248487,-0.029220958,-0.341927742,0.200749375,-0.611020187,-0.39780165,0.006755415,0,0,1
-5.010731215,-0.837810375,1.783916568,-0.703017563,-1.799913376,1.903683945,0.478949675,0.252925755,-0.862060862,-1.350166494,1.370211278,-1.388623441,-0.295667651,0.988756035,1.154465771,-2.076089942,1.600705779,-0.093348384,-1.469951562,0.627845838,-0.439937917,0.119347611,-0.084846219,-0.522514469,-0.528097076,-0.213563075,0.076063825,-0.306083012,0.141163394,0.839910074,0,0,1
-10.5590643,0.16744201,0.369290693,0.120004862,-1.596564337,0.034634282,1.812171925,0.156455636,-0.229619518,0.831446941,0.370899921,-2.131294422,-0.84698935,-0.609925317,0.37623428,-0.886355326,-0.713881264,0.073569906,-0.64788201,0.694830625,0.09891994,0.03629543,-0.247492865,-0.301175906,-0.30749372,0.250886016,0.272918099,-0.491324842,0.036973803,0.155995209,0,0,1
-7.40058222,1.479369681,0.726034257,0.091539063,-1.42347356,0.268992425,1.022138622,0.462798788,-1.484782893,0.526319083,-0.689019224,-0.19200401,0.704007549,-0.46617918,0.745176036,-1.43048509,0.943428744,-0.799942026,-0.024800125,0.271543199,0.339675816,0.220969511,-0.345225871,0.198366616,-0.269926421,-0.052356227,0.078333171,0.322585718,-0.034475246,-0.027093204,0,0,1
0.207991955,0.707834588,0.817183859,-0.483108234,1.48094286,0.220534371,-0.425961955,-2.217111506,-0.825676846,0.278211401,-1.250088788,0.2284359,-0.07023095,-0.31797716,-0.399377095,0.859768462,-0.448603795,1.000652539,-0.120603346,-0.629056241,-0.505578123,0.079312233,0.504260343,-0.108936633,0.35990847,-0.188467381,0.956479565,0.907103824,0.219287627,-0.023389374,0,0,1
-3.491088537,0.477821342,0.956500708,-0.436516593,-0.50774857,0.333923863,0.904857094,-0.11613577,-1.491977418,0.766224498,-0.331712484,-0.584833884,0.452640218,-0.56618612,-0.092203888,0.561356143,-0.144197412,-0.356730958,-0.159067702,-0.435988978,-0.272426053,-0.012923083,-0.32490133,-0.131652224,-0.186063373,-0.251530433,0.060223977,-0.365706509,-0.254215885,-0.037328013,0,0,1
0.422354805,0.186580695,0.48523421,-0.098847662,0.678672131,0.134328875,1.123541078,-0.769430495,-1.333840372,0.139504752,-0.034993937,-0.099064795,0.153845487,-0.166312414,-0.370726291,0.456473075,-0.21697683,0.238083527,-0.604654518,-0.631141464,-0.155543212,0.329333441,0.100902821,0.018733854,-0.1976803,-0.261087187,0.160425385,-0.01390344,0.066851996,-0.005367,0,0,1
-8.750464589,25.13574786,-7.995470023,5.258829134,0.703201533,1.598572217,-2.456529707,1.815939515,0.775001862,-0.495945083,0.465785985,0.429214298,-0.121622484,1.366756809,-2.981265138,0.210047459,3.139436823,-0.932033586,-1.450602761,-0.568563425,0.728037932,-0.022848023,0.432218969,-0.510220697,0.065733673,0.253707173,0.078847132,0.108265206,-0.033073314,0.120678457,0,0,1
-6.481360526,0.97209587,1.13475114,-1.68724657,-2.76878972,0.752961718,1.943459686,0.900516429,0.323498879,-0.120639751,-1.272481634,1.348991007,0.991052302,-2.577452232,0.364696746,1.717228619,0.602674803,0.767977329,0.468345602,-0.845872845,-0.351900652,-0.456391169,0.144777545,-0.491282365,0.171700853,-0.106707339,-0.55693982,0.274856637,-0.129210703,0.051413673,0,0,1
-6.051010563,0.259415022,-0.148241483,1.476757734,-2.434992813,-0.214169053,-1.442228481,-1.835180389,-2.52226786,-0.051627131,-1.890462587,-1.865605007,0.752731517,-1.31597736,-1.032213268,-2.180679011,0.819267196,0.829645599,2.483940207,1.444491279,-0.485006251,1.019129505,-0.953442761,1.203600389,-0.045552717,1.341420287,0.484653986,0.069340904,-0.226120307,-0.204560174,0,0,1
-16.23091868,-1.664779079,3.653640538,1.287049402,6.027236809,-3.573539906,-4.782872838,2.632258751,-0.100021325,-0.362658514,4.345029342,0.959478182,0.137454979,-0.438712781,1.426702671,1.087963948,-0.216333332,0.457661604,-0.797479765,-0.22331697,0.299161411,0.777813518,0.335338794,-0.627486854,0.134387898,0.154332425,-0.039852767,0.254668112,0.022394337,0.225620863,0,0,1
-1.930999327,-0.016890532,0.249829134,-1.008605183,-2.003849136,-0.016810007,-0.76772361,-0.143637469,-1.343658708,-0.792939775,-0.036578846,0.299377052,0.723813371,0.738143907,0.039736129,1.115106492,-0.170012421,-0.677434104,-0.152472858,-0.160682758,0.261771194,-0.182060744,-0.193101622,0.449100565,-0.177193461,-0.327826779,-0.037595652,0.313722603,0.023041879,0.017940445,0,0,1
-6.719797501,1.125529115,1.892671763,-2.185737804,-2.409945698,1.33516444,-0.085924003,-2.684017684,-0.722965679,-0.464382253,0.124711349,1.371554584,1.302465068,0.977050624,-1.243338424,1.351419666,-1.845443197,0.587528275,-0.462115525,-0.280715727,0.197629702,-0.160729229,0.037157938,0.326992071,0.716623778,0.356158909,0.485599438,0.499306686,0.393061412,-0.005689068,0,0,1
-3.295536502,0.912765481,1.700210335,-0.484630373,0.635304822,0.927426604,0.72796527,-2.218261048,-0.784795921,0.688162839,-0.091193384,-0.548643252,0.093823838,0.137508496,0.008329229,0.32173504,-0.357664758,-0.199564307,0.003683312,0.059050997,0.019349006,-0.153210435,-0.212333885,-0.489398369,0.228605422,0.104856,-0.012534738,-0.675874101,-0.495979377,0.004058282,0,0,1
-2.858198981,-1.266297012,2.425055389,3.111464784,-1.354947476,7.185730058,-3.024941465,-0.89912056,0.191181961,0.184543028,0.858310895,0.752662292,-0.41476936,0.053090379,-1.054146027,0.382994514,-0.243996019,0.549291329,0.741447646,-0.544051836,-0.487761538,-0.113257229,-0.166213897,0.018292599,0.328416144,-0.290306567,0.159707552,0.179755321,0.048970882,-0.201133739,0,0,1
0.33193151,0.545170562,0.375057246,-0.220918403,1.729759781,-0.44463064,-0.225168401,-1.347745077,0.978954283,-0.449925876,-2.082832192,0.62170635,-0.296263879,-0.721904906,0.457124185,0.101670146,0.083078107,0.675722273,0.295533605,0.493756792,0.778267934,-0.288933805,0.343324598,0.102359601,0.270766561,-0.188633869,-0.482363796,0.152203532,0.584388763,0.020125597,0,0,1
-5.778945674,0.313966172,2.36422581,-1.224784398,-2.271536615,0.606640752,1.229598004,0.318948605,0.10433039,0.051045323,1.093772972,-0.221936644,1.137916424,1.621035493,-2.458609592,1.158113671,-0.670942099,-0.03232011,0.45140127,-0.077899911,-0.421722878,-0.336506492,-0.187974298,0.399220126,-0.207122776,-0.182832598,0.37869646,0.574521832,0.537114083,0.0234698,0,0,1
-7.547776914,1.613377752,0.103373982,-0.017182615,-1.11587252,0.070920635,1.403312108,0.754797582,-1.306794978,0.434246049,-0.458690791,-0.323402347,0.251925174,-0.273075012,0.603749076,-1.308978498,0.418546379,-0.35793978,0.480607918,-0.016284901,0.554159626,0.619061336,-0.359993817,0.172414355,-0.202940571,-0.076109569,0.081132489,0.39883121,-0.003287854,-0.03862548,0,0,1
0.519569975,-0.063997447,-0.768656576,-2.392722884,-4.104005592,0.968209711,-1.117581176,1.841744331,-1.072019996,-0.873288684,-0.87544697,3.032353708,-3.102832447,-1.970598524,-2.509802341,2.53859772,-0.950802004,-1.286083165,-0.894893951,3.463418024,1.493354547,3.235446626,-1.295300856,-1.38352124,0.048929266,-0.011031071,-0.601014681,0.018284792,0.092455621,-0.237965089,0,0,1
0.594574071,-0.518683038,0.832090977,0.441954527,1.016624513,1.317989038,-0.736137509,-1.308288573,-0.210727674,-0.922907925,0.467287052,-1.203266795,-0.594985432,2.409271965,-0.846202517,0.108489819,-0.265268457,0.422716736,0.314097909,-1.109341087,-0.003694024,-0.370964449,-0.285622962,1.224916045,0.208850054,-0.574192224,0.011759672,0.590045745,-0.161894016,0.036768405,0,0,1
-3.225156687,0.635013208,1.62585452,-0.356078692,0.049493797,0.271796227,1.67778854,-0.539562197,-0.365238226,1.493743919,-0.042474873,1.227478888,-0.019879882,0.625654348,0.416761739,-0.052659435,0.794324753,-0.553584431,0.897673606,0.285545471,-0.027713803,-0.396650181,-0.219120168,-0.365321133,0.21038687,0.018585945,0.292337861,-0.20682224,-0.066054793,0.017405871,0,0,1
-3.390616379,0.1267703,-0.204894894,-0.621969714,-2.786323751,0.596287636,2.207613102,2.674783467,-2.087958714,0.851220302,-0.183697264,-0.372610916,0.551669729,-2.192888082,1.148262417,1.321337818,1.085077304,0.402026284,0.388820787,-0.839723336,0.272994327,-0.346645935,-0.238133589,-0.975632998,-0.345551123,-0.048729508,0.11366213,0.799609187,-0.461285151,0.039409607,0,0,1
0.755331046,-0.295132132,0.368292295,0.160321444,-0.028831511,0.825066189,-1.249618257,-0.245622146,-0.956575821,-0.668370064,-0.19813573,-0.131312026,-0.137572087,0.414927301,-0.801633013,0.285255525,-0.03726198,0.661797493,0.653678082,-0.116261715,0.154274525,-0.528776592,-0.096084871,-0.004723879,0.327842856,-0.196287729,0.285084242,0.773648578,-0.085654953,-0.015776369,0,0,1
-8.750464589,25.13574786,-7.995470023,5.258829134,0.703201533,1.598572217,-2.456529707,1.815939515,0.775001862,-0.495945083,0.465785985,0.429214298,-0.121622484,1.366756809,-2.981265138,0.210047459,3.139436823,-0.932033586,-1.450602761,-0.568563425,0.728037932,-0.022848023,0.432218969,-0.510220697,0.065733673,0.253707173,0.078847132,0.108265206,-0.033073314,0.120678457,0,0,1
-2.483376039,0.471679023,1.018433544,-0.982390722,-1.025105882,0.768103587,0.13933549,-1.871456059,0.176547918,-0.913233395,1.062563229,-0.266928241,0.853450797,0.822107378,-1.548134563,0.738162983,-2.176809866,0.563380519,-0.93291851,0.226627217,1.024742068,-0.060148895,-0.049231693,0.404659529,0.331260768,0.254824713,0.15532103,0.22166847,0.57286055,-0.01784943,0,0,1
-5.161640596,1.09609419,0.920757009,-1.445963318,-1.135280755,0.539873615,-1.46934044,-1.758693822,0.133226768,-0.778032594,-1.285270669,0.216710024,0.686303029,0.945299051,0.446679956,-0.089567141,-1.084651182,-0.539656917,0.741675667,1.241073447,0.556399677,-0.221515571,0.282585565,0.001348822,0.04905966,0.429754873,0.394109355,-0.387631669,-0.156145461,0.01061607,0,0,1
-9.74978027,0.029329389,1.271409559,-1.867446089,-1.762267834,0.146113241,1.210735816,-0.622246632,1.658678333,-1.682868567,-1.117047603,-0.230722401,0.830517069,0.397462012,-0.824499591,0.141243673,-0.514276592,1.66011388,-0.866130282,-0.992015749,0.399349342,0.844126707,0.107857886,0.201060833,-0.066567417,0.17874911,-0.129004744,-0.567991858,0.632132904,-0.015337239,0,0,1
-15.90678494,-1.242364594,3.603795533,0.902251873,5.058238257,-2.937444847,-4.139099529,2.364394186,-0.256004814,-0.114340755,3.660265892,0.718546653,0.238579843,-0.418981037,1.380513779,1.094744889,-0.144665231,0.216582055,-0.537030647,-0.13022186,0.125839412,0.63038147,0.230946676,-0.561616697,0.068392252,0.129556175,0.001736377,0.186103468,-0.055590553,0.161972686,0,0,1
0.985734719,0.066136638,-0.600964839,-0.70859943,-0.172911612,0.16131889,-1.283934673,-2.262834855,0.573215797,-0.554695858,-0.662875399,0.671585296,0.310344082,0.721063287,0.666545421,0.697730482,-0.794983429,1.156533181,-0.707071003,-0.210115076,0.815260045,0.304502728,0.258055336,-0.636391921,0.509860902,0.447636616,0.505153188,-0.577689233,-0.246847674,-0.030817493,0,0,1
-5.261047263,1.338500014,1.439230945,-1.696821477,-0.832583947,1.269955872,-1.995846848,-4.152094288,-1.274450531,0.796781044,-0.951706656,1.372638319,0.903208648,1.225825298,-0.045443715,0.333479673,-1.389908987,0.024164957,-0.186453765,0.094213611,-0.58361826,-0.150080811,-0.433176426,0.791448332,1.161725222,0.027797086,0.353710069,-0.056399993,0.128318005,0.0213184,0,0,1
