PREMIUM_AMOUNT,CLAIM_AMOUNT,AGE,TENURE,DAYS_TO_REPORT,INSURANCE_TYPE_Health,INSURANCE_TYPE_Life,INSURANCE_TYPE_Mobile,INSURANCE_TYPE_Motor,INSURANCE_TYPE_Property,INSURANCE_TYPE_Travel,INCIDENT_SEVERITY_Major Loss,INCIDENT_SEVERITY_Minor Loss,INCIDENT_SEVERITY_Total Loss,AUTHORITY_CONTACTED_Ambulance,AUTHORITY_CONTACTED_Other,AUTHORITY_CONTACTED_Police,HOUSE_TYPE_Mortgage,HOUSE_TYPE_Own,HOUSE_TYPE_Rent,SOCIAL_CLASS_HI,SOCIAL_CLASS_LI,SOCIAL_CLASS_MI,CUSTOMER_EDUCATION_LEVEL_Bachelor,CUSTOMER_EDUCATION_LEVEL_College,CUSTOMER_EDUCATION_LEVEL_High School,CUSTOMER_EDUCATION_LEVEL_MD,CUSTOMER_EDUCATION_LEVEL_Masters,CUSTOMER_EDUCATION_LEVEL_PhD,MARITAL_STATUS_N,ANY_INJURY,MARITAL_STATUS_Y,CLAIM_STATUS
-0.560063302,3.423254781,1.262033908,-1.488335302,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,A
0.261653904,-0.388622222,-0.214140858,-0.728201807,0.90918807,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,D
1.437309756,-0.252483757,1.088366288,1.673820037,-0.107687078,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.503971271,1.562695768,-1.169312765,1.673820037,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,A
-1.692046022,-0.719892485,0.914698669,0.822470523,0.90918807,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,A
0.832509334,-0.343242734,1.088366288,-0.454553749,0.90918807,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
0.536318572,1.01814191,0.741031049,-1.336308603,0.90918807,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
1.421372168,1.063521398,-1.082478956,1.30895596,-0.107687078,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,A
0.580405667,-0.388622222,0.046360571,0.183958387,-1.124562227,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A
-0.234688126,2.334147066,1.262033908,1.704225377,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,A
1.381010743,0.019793171,0.56736343,-0.36333773,-1.632999801,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,A
-1.642577405,-0.73804428,0.56736343,1.156929261,-0.616124653,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,A
-0.146099974,2.878700923,-0.040473239,-0.424148409,-1.124562227,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,A
1.335681759,-0.297863246,1.696202956,0.548822465,-0.107687078,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
0.658230773,0.609726517,0.220028191,-0.089689671,0.90918807,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.029362315,0.927382934,0.220028191,0.974497222,-1.124562227,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.874940575,0.019793171,-1.603481814,-1.062660545,0.90918807,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,A
0.639395441,0.110552148,1.088366288,0.670443824,-1.124562227,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,A
1.463182464,0.927382934,-0.127307048,-0.941039186,0.90918807,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-1.659756883,-0.724430434,1.175200098,-0.424148409,0.90918807,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,A
1.22515355,-0.161724781,-1.690315624,1.643414697,0.90918807,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,A
0.743921181,-0.070965805,-0.300974668,1.30895596,0.90918807,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,A
-0.772633471,0.473588053,-0.995645146,-1.062660545,-0.616124653,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,A
-1.658514993,-0.747120178,1.696202956,1.126523921,-0.107687078,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,A
0.137671888,2.606423994,-1.603481814,-0.36333773,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,A
-0.450776983,2.379526554,-1.256146575,1.126523921,0.90918807,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,A
-1.660791791,-0.73804428,1.088366288,1.24814528,0.90918807,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,A
-0.790847857,0.065172659,-1.256146575,-0.849823166,-1.632999801,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,A
-1.695564711,-0.724430434,-1.603481814,1.369766639,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,A
-1.60345787,-0.724430434,1.522535337,1.369766639,0.90918807,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,A
-0.035985729,0.791244469,0.914698669,1.673820037,-0.107687078,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,A
0.012447981,-0.660899151,1.522535337,0.092742367,0.90918807,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,A
1.080680349,0.836623958,1.088366288,0.913686542,0.90918807,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,A
0.856726188,0.065172659,-1.082478956,-0.24171637,0.90918807,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,A
-0.072828465,2.243388089,-0.474642287,-0.36333773,-0.107687078,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,A
0.031697276,-0.524760686,0.56736343,1.27855062,-1.124562227,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,A
0.604622522,-0.43400171,-1.169312765,-0.728201807,-0.616124653,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,D
0.439451154,-0.070965805,-1.169312765,-0.636985788,-1.632999801,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,D
-1.644647221,-0.73804428,1.001532478,1.582604018,-1.124562227,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,A
0.58951286,-0.297863246,0.56736343,0.761659843,-0.107687078,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,A
-1.60345787,-0.733506332,0.39369581,-1.305903263,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,A
-1.694736784,-0.724430434,1.696202956,-0.120095011,0.90918807,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.117743486,-0.343242734,-0.127307048,-0.880228506,-1.124562227,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,A
0.321678587,-0.025586317,-0.300974668,1.30895596,-0.616124653,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
1.004097133,0.110552148,0.133194381,-0.424148409,0.90918807,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.259111962,-0.615519662,1.696202956,0.883281202,0.90918807,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,A
0.08696138,-0.660899151,0.220028191,1.1873346,0.90918807,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,A
0.472361238,0.609726517,-0.735143717,-1.457929963,-1.124562227,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,A
-1.655824231,-0.73804428,0.306862,-1.427524623,0.90918807,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,A
0.177412367,-0.660899151,1.001532478,1.24814528,0.90918807,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,A
1.377285073,-0.025586317,-1.082478956,-1.549145982,0.90918807,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
0.754684228,0.836623958,-0.214140858,-1.488335302,0.90918807,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,A
1.310223014,-0.070965805,0.741031049,0.183958387,-0.107687078,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,A
0.683689517,0.655106005,-0.387808478,1.369766639,-1.632999801,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,A
-0.228478676,-0.615519662,-0.474642287,-1.427524623,-1.632999801,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,D
-0.433804487,3.604772733,-1.429814195,-1.518740642,-0.616124653,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,A
0.206596782,-0.660899151,-0.648309907,1.004902562,0.90918807,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,A
-1.599939182,-0.733506332,0.741031049,-0.27212171,-1.632999801,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
1.401087965,-0.615519662,-0.735143717,0.579227804,-0.616124653,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,A
-1.682317884,-0.747120178,0.220028191,-1.427524623,0.90918807,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,A
-1.591245952,-0.733506332,-0.995645146,-0.36333773,-0.107687078,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.292849974,-0.524760686,1.001532478,-0.697796467,-1.124562227,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,A
-0.238827759,3.740911198,0.654197239,1.369766639,0.90918807,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,A
-1.704671904,-0.73804428,1.348867717,0.548822465,-1.632999801,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,A
-0.210471271,1.608075256,1.348867717,-0.24171637,0.90918807,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-0.426974092,1.925731673,0.48052962,-0.880228506,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,A
-0.409587632,1.971111161,-1.082478956,0.670443824,0.90918807,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,A
-0.045506885,1.01814191,-0.214140858,-0.27212171,-0.616124653,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,A
0.240748756,-0.43400171,-0.995645146,-0.819417827,0.90918807,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-0.139062597,-0.570140174,1.609369147,-0.606580448,-1.632999801,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,A
-0.009492076,2.833321435,-0.735143717,-0.636985788,-0.107687078,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,A
0.017622522,-0.660899151,-0.735143717,-1.032255205,0.90918807,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,A
0.135188108,-0.116345293,-0.821977526,-0.728201807,-1.632999801,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,A
-1.592487842,-0.747120178,-0.040473239,1.339361299,-1.124562227,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,A
0.430964905,-0.479381198,0.48052962,0.183958387,0.90918807,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,A
0.789043184,-0.706278639,-0.908811336,-0.849823166,-0.616124653,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,A
-0.224753006,2.787941947,-1.690315624,0.366390426,-1.124562227,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
-0.134715982,-0.297863246,1.435701527,-1.275497924,0.90918807,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,A
0.292287191,-0.343242734,1.609369147,1.004902562,-1.632999801,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,A
2.300009332,-0.025586317,-1.603481814,-0.484959089,-0.616124653,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,A
-0.548265347,-0.706278639,0.046360571,0.670443824,0.90918807,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,A
1.345616879,0.110552148,-1.429814195,1.369766639,0.90918807,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,A
0.57461018,-0.43400171,1.348867717,1.704225377,0.90918807,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,A
-0.3309346,-0.706278639,0.220028191,0.944091882,-1.124562227,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,A
-0.109257238,3.559393245,0.914698669,0.244769066,-1.124562227,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,A
0.585580208,-0.343242734,0.914698669,0.031931688,-0.107687078,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,A
-0.133681074,-0.070965805,-0.821977526,0.366390426,-1.124562227,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.267184247,1.108900886,0.046360571,0.518417125,-0.107687078,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-1.642784386,-0.73804428,0.39369581,-0.576175108,-0.107687078,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,A
-1.59724842,-0.742582229,1.348867717,0.427201105,-1.124562227,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,A
0.025901789,0.655106005,-0.648309907,-0.636985788,0.90918807,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,A
0.992713142,-0.706278639,0.48052962,1.552198678,0.90918807,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
0.814708911,-0.43400171,-0.474642287,0.275174406,0.90918807,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,A
-0.572068238,-0.615519662,-0.214140858,0.031931688,-1.632999801,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,A
0.08571949,0.110552148,1.435701527,1.643414697,0.90918807,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,A
0.174721605,1.517316279,0.220028191,-1.336308603,-1.632999801,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,A
-0.391580227,3.060218876,0.220028191,0.944091882,-0.107687078,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,A
0.120492409,0.155931636,-0.387808478,0.670443824,-1.124562227,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-0.348942005,2.787941947,1.696202956,-0.636985788,0.90918807,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,A
0.161888742,-0.660899151,0.56736343,-0.27212171,0.90918807,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
-1.633677193,-0.724430434,1.348867717,0.640038484,0.90918807,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,A
0.952972662,-0.479381198,1.088366288,-0.36333773,0.90918807,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,A
0.397640858,-0.615519662,1.522535337,-1.093065885,0.90918807,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,A
2.083506511,-0.297863246,0.220028191,-1.579551322,0.90918807,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,D
-0.566479734,-0.615519662,-1.082478956,0.001526348,0.90918807,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,A
-1.657894048,-0.747120178,-0.995645146,0.275174406,0.90918807,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,A
-0.134509001,3.786290686,0.39369581,-0.211311031,-0.107687078,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
0.58702908,0.201311124,1.088366288,-0.089689671,0.90918807,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,A
-1.703843977,-0.719892485,-1.603481814,-0.606580448,-1.124562227,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
0.154230421,-0.570140174,0.046360571,-0.941039186,-0.616124653,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.668314712,3.650152221,-0.648309907,-0.36333773,0.90918807,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,D
-1.620430367,-0.719892485,-0.214140858,1.339361299,0.90918807,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,A
1.055428586,-0.070965805,0.827864859,-0.697796467,-1.124562227,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,D
-0.607462103,-0.570140174,-1.342980385,-0.819417827,0.90918807,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,A
-0.295126772,3.150977852,-1.690315624,-0.27212171,-1.632999801,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,A
-0.773875361,0.882003446,1.001532478,-0.515364429,0.90918807,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,A
-0.740965276,1.199659863,1.088366288,-0.849823166,0.90918807,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,A
0.467186697,-0.524760686,-0.300974668,1.704225377,-0.107687078,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,A
0.669614764,1.01814191,1.696202956,1.035307901,0.90918807,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,A
-0.717162385,3.423254781,-0.821977526,-0.393743069,0.90918807,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-1.616911678,-0.73804428,-1.169312765,1.30895596,0.90918807,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,A
0.063158488,-0.524760686,-1.256146575,-0.667391128,0.90918807,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,A
1.08337111,-0.161724781,-0.300974668,-0.33293239,0.90918807,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-0.500866546,-0.570140174,-1.429814195,-1.427524623,-1.632999801,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,A
-0.407310834,-0.524760686,-1.429814195,-1.549145982,-0.107687078,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,A
-0.603943415,-0.615519662,1.522535337,-0.36333773,0.90918807,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,A
0.850102775,-0.570140174,-0.474642287,0.913686542,-1.124562227,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,A
-1.59476464,-0.747120178,-1.603481814,-0.24171637,-0.616124653,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,A
-1.692253004,-0.742582229,0.827864859,-1.488335302,-1.124562227,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,A
0.677894031,-0.615519662,-0.474642287,1.004902562,-1.124562227,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,A
2.070466666,0.019793171,-1.169312765,0.123147707,0.90918807,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,A
0.358314341,0.655106005,1.348867717,0.001526348,-1.124562227,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,A
-1.674659563,-0.747120178,-0.040473239,-1.245092584,0.90918807,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,A
-1.706120776,-0.742582229,0.914698669,0.761659843,-0.616124653,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,A
1.225981477,-0.252483757,-0.214140858,0.153553047,-1.124562227,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,A
